id	entry	ipa	pos	definition	example_sent	scientific_name	wiki_link	pic_link	comment	audio	created_at	marked
1084	bika	bika	LEX	alma-de-gato (denominado também cijiji), ave de bons augúrio		Piaya cayana	https://pt.wikipedia.org/wiki/Alma-de-gato	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/ALMA-DE-GATO_%28Piaya_cayana%29.jpg/960px-ALMA-DE-GATO_%28Piaya_cayana%29.jpg			13/04/2026	
1085	bika joku	bika dʒoku	LEX	planeta Marte			https://pt.wikipedia.org/wiki/Marte_(planeta)	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png/960px-Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png			13/04/2026	
1086	bikare	bika	LEX	vivo, não morto							13/04/2026	
1087	bio	bio	LEX	assassinato, homicídio							13/04/2026	
1088	biodo	biodːʌ	LEX	assassinar, matar							13/04/2026	
1089	biododa	biododːa	LEX	lugar do assassinato							13/04/2026	
1090	biododurewu	bioˈdːodːɯˈɾew	S	o assassinado, o matado							13/04/2026	
1091	biora	bioɾa	LEX	cotovelo							13/04/2026	
1092	biorodo	bioɾodːʌ	LEX	esvaziar							13/04/2026	
1093	biorododurewu	bioɾoˈdːodːɯˈɾew	PPASS	o esvaziado, o que é vazio							13/04/2026	
1094	bire	biɾi	LEX	mulher pertencente ao clã no qual o homem pode escolher a própria esposa de acordo com as leis exogâmicas da tribo							13/04/2026	
1095	biredo	biɾedːʌ	LEX	tomar esposa, casar (f usada só pelo homem							13/04/2026	
1096	biredodu	biɾeˈdːodːɯ	PPASS	casado							13/04/2026	
1097	biredodurewu	biɾeˈdːodːɯˈɾew	PPASS	o casado							13/04/2026	
1098	birewuge eiao	biɾewge eiao	LEX	cemitério							13/04/2026	
1099	biri corewu	biɾi tʃoɾew	S	pele escura; indivíduo de cor morena							13/04/2026	
1100	biri kigori	biɾi kigoɾi	LEX	cosseira na pele							13/04/2026	
1101	biri uru	biɾi uɾu	LEX	calor, febre, raiva							13/04/2026	
1102	birido	biɾidːʌ	LEX	beneficiar, ordenar, enfileirar							13/04/2026	
1103	biridodu	biɾiˈdːodːɯ	S	beneficiado, ordenado, enfileirado							13/04/2026	
1104	birigobo	biɾigobo	LEX	antipático							13/04/2026	
1105	birigobodo	biɾigobodːʌ	LEX	antipatizar							13/04/2026	
1106	birigodu	biɾiˈgodːɯ	LEX	bondade, asseio, justiça, cortesia, honestidade, perfeição							13/04/2026	
1107	birigodurewu	biɾigoduˈɾew	S	aquele que é bom, asseado, justo, honesto, feliz							13/04/2026	
1108	birigori	biɾigoɾi	LEX	chamusca; vários tipos de dermatose							13/04/2026	
1109	birigorirewu	biɾigoɾiˈɾew	S	o afetado por dermatose							13/04/2026	
1110	birigudo	biɾigudːʌ	LEX	pintar a pele de vermelho							13/04/2026	
1111	birikedo	biɾikedːʌ	LEX	nudez, descascamento							13/04/2026	true
1112	birikedodo	biɾikedodːʌ	LEX	despir, descascar, depenar							13/04/2026	
1113	birimodurewu	biɾimoduˈɾew	S	o que tem pele bonita							13/04/2026	
1114	birirewu	biɾiˈɾew	S	que tem pele, que tem casca							13/04/2026	
1115	biritowu	biɾitowu	LEX	carrapato							13/04/2026	
1116	bitoda	bitodːa	LEX	lugar da matança							13/04/2026	
1117	bitodu	bitodːɯ	PPASS	matado							13/04/2026	
1118	bitodurewu	bitoduˈɾew	PPASS	aquele que foi matado, o que foi abatido							13/04/2026	
1119	bitudo	bitudːʌ	LEX	apagar, secar, extinguir							13/04/2026	
1120	bitudodu	bitudːodːɯ	LEX	apagado, secado							13/04/2026	
1121	bitugo	bitugo	LEX	apagar, secar, sarar							13/04/2026	
1122	bitugodurewu	bitugoduˈɾew	S	o que está para se apagar, o que está para secar							13/04/2026	
1123	biturewu	bituˈɾew	S	o que foi apagado, seco,							13/04/2026	
1124	bo1	bo	LEX	cobra nova							13/04/2026	
1125	bo2	bo	LEX	plumagem de aves, penugem, carapaça de animais e insetos, revestimento							13/04/2026	
1126	bo3	bo	LEX	rachadura, parte, porção, divisão; rachar, dividir							13/04/2026	
1127	bo4	bo	LEX	saliência esferoidal, esfericidade, aumento, acréscimo, abundância							13/04/2026	
1128	bo5	bo	LEX	urutau							13/04/2026	
1129	boa	boa	LEX	plano, largo, largura, extensão, superfície, planície, cova, buraco no solo							13/04/2026	
1130	boadae	boadae	LEX	brinquedo							13/04/2026	
1131	boado	boadːʌ	LEX	estender, aplaudir, alisar, alargar,, aplainar, abrir um buraco no solo							13/04/2026	
1132	boadodu	boaˈdːodːɯ	LEX	estendido, aplainado, brincado, cavado							13/04/2026	
1133	boadodu (boe ewadodu)	boaˈdːodːɯ	LEX	discurso, sermão, proclama, explicação							13/04/2026	
1134	boadodudo	boadodːudːʌ	LEX	fazer estender, fazer aplainar, fazer brincar, fazer falar, fazer discursar							13/04/2026	
1135	boadodudo	boadodːudːʌ	VC	fazer estender, fazer aplainar, fazer brincar, fazer falar, fazer discursar							13/04/2026	
1136	boadodurewu	boaˈdːodːɯˈɾew	S	o estendido, pregador; cova aberta							13/04/2026	
1137	boadudo	boadːudːʌ	VC	fazer brincar, fazer passear, fazer caçar							13/04/2026	
1138	boaguru	boaguɾu	LEX	localidade com muitos buraco							13/04/2026	
1139	boarewu	boaˈɾew	S	o que que é largo, aberto, estendido, chato; planície							13/04/2026	
1140	bobiadawu	bobiadawu	LEX	variedade de araruta							13/04/2026	
1141	boce kana!	botʃe kana!	ADV	quase							13/04/2026	
1142	boce kodi!	botʃe kodi!	ADV	quase!, faltou pouco, por pouco							13/04/2026	
1143	boda	bodːa	LEX	lugar onde se racha algo							13/04/2026	
1144	bodu	bodːɯ	PPASS	rachado, partido							13/04/2026	
1145	bodurewu	boduˈɾew	PPASS	o rachado							13/04/2026	
1146	boe akodu	boe akodu	LEX	(tempo fresco): de tardinha, de tarde							13/04/2026	
1147	boe aku	boe aku	LEX	(coisa limpa): clareira							13/04/2026	
1148	boe aku (biaku)	boe aku	LEX	(tempo frio); frio, friagem							13/04/2026	
1149	boe akudo	boe akudo	VC	(limpar algo): roçar							13/04/2026	
1150	boe akudodu	boe akudodu	LEX	roçado							13/04/2026	
1151	boe akuto	boe akuto	LEX	adj+   POSP no tempo frio: cedo, de madrugada							13/04/2026	
1152	boe ao	boe ao	LEX	sumidade, planalto							13/04/2026	
1153	boe aogori	boe aogoɾi	LEX	queimada recente							13/04/2026	
1154	boe aoto	boe aoto	LEX	por cima de algo							13/04/2026	
1155	boe beregodu	boe beɾegodu	LEX	tempo quente, mormaço							13/04/2026	
1156	boe bi	boe bi	LEX	localidade sem água, localidade tranqüila, silêncio							13/04/2026	
1157	boe bia	boe bia	LEX	segredo							13/04/2026	
1158	boe biarewu	boe biaɾew	S	segredo							13/04/2026	
1159	boe bido	boe bido	VC	fazer silêncio, silenciar							13/04/2026	
1160	boe birewu	boe biɾew	S	aquilo que é silencioso, tranqüilo, seco							13/04/2026	
1161	boe co	boe tʃo	LEX	noite, escuridão	boe co ji = à noite/de noite						13/04/2026	
1162	boe codu	boe tʃodu	LEX	a noite seu							13/04/2026	
1163	boe codugodu	boe tʃodugodu	LEX	anoitecer, escuridade iminente							13/04/2026	
1164	Boe eejiwu	Boe eedʒiwu	LEX	pintura facial							13/04/2026	
1165	Boe eekurorodu	Boe eekuɾoɾodu	LEX	lamentação, pranto ritual, lágrima							13/04/2026	
1166	Boe eekuru	Boe eekuɾu	LEX	lágrima							13/04/2026	
1167	Boe eiao	Boe eiao	LEX	aldeia, povoado bororo							13/04/2026	
1168	Boe eiaruru	Boe eiaɾuɾu	LEX	barulho de muita gente							13/04/2026	
1169	Boe eiga (baiga)	Boe eiga	LEX	arco, arma							13/04/2026	
1170	Boe eiga (boeiga, baiga)	Boe eiga	LEX	arco bororo Ver baiga;							13/04/2026	
1171	Boe eimejera maiwu	Boe eimedʒeɾa maiwu	LEX	novo chefe							13/04/2026	
1172	Boe ekajejewu	Boe ekadʒedʒewu	LEX	cinto, faixa, tanga bororo							13/04/2026	
1173	Boe ekana kajejewu	Boe ekana kadʒedʒewu	LEX	bracelete							13/04/2026	
1174	Boe eke	Boe eke	LEX	alimento dos Bororo							13/04/2026	
1175	Boe ekeno tadawu	Boe ekeno tadawu	LEX	adorno nasal bororo							13/04/2026	
1176	Boe ekerako tadawu	Boe ekeɾako tadawu	LEX	anel							13/04/2026	
1177	Boe ekiga	Boe ekiga	LEX	prego ornamental bororo							13/04/2026	
1178	Boe ekiripaga (Boe eekuripaga)	Boe ekiɾipaga	LEX	mentira, engano, falsificação							13/04/2026	
1179	Boe ekiripagado (Boe eekuripagado)	Boe ekiɾipagado	VC	enganar, mentir							13/04/2026	
1180	Boe ekudawu	Boe ekudawu	LEX	esteira, tapete bororo							13/04/2026	
1181	Boe ekuie	Boe ekuie	LEX	colar bororo							13/04/2026	
1182	Boe ekuri akemo	Boe ekuɾi akemo	LEX	fome							13/04/2026	
1183	Boe ekuri kugudu	Boe ekuɾi kugudːɯ	LEX	vômito, enjôo	awu boeco ji itonaregedu kuri kugudure = essa noite o meu filho vomitou						13/04/2026	
1184	Boe emago	Boe emago	LEX	voz, palavra, vozerio, gritaria	Boe emagonure pui tuwoguwo barogwato. 0 os bororo estão falando que amanhã vão pescar.						13/04/2026	
1185	Boe emago arodu.	Boe emago aɾodu.	LEX	eco (sombra da voz)							13/04/2026	
1186	Boe emearudae	Boe emeaɾudae	LEX	pensamento							13/04/2026	
1187	Boe emearudu kuriae (Boe emeardu kuriae)	Boe emeaɾudu kuɾiae	LEX	amor, caridade, objeto de amor							13/04/2026	
1188	Boe emearutorae	Boe emeaɾutoɾae	LEX	crença, fé, objeto de fé							13/04/2026	
1189	Boe emeru	Boe emeɾu	LEX	caçada, passeio, viagem							13/04/2026	
1190	Boe emuga	Boe emuga	LEX	assento, aldeia, povoação, cadeira	Baraenure boe emuga pemegado. 0 os homens brancos estão consertando uma cadeira.						13/04/2026	
1191	Boe enoe	Boe enoe	LEX	propriedades, semem							13/04/2026	
1192	Boe enogudae	Boe enogudae	LEX	caridade, compaixão							13/04/2026	
1193	Boe enogwadawu (Boe enogodawu)	Boe enogwadawu	LEX	tembetá, labrete							13/04/2026	
1194	Boe enoureboe	Boe enouɾeboe	LEX	trato, civilidade							13/04/2026	
1195	Boe enu pa	Boe enu pa	LEX	lugar de dormir							13/04/2026	
1196	Boe enuiao	Boe enuiao	LEX	sonho							13/04/2026	
1197	Boe epa	Boe epa	LEX	bororo esperto, que tem boas qualidade							13/04/2026	
1198	Boe epa	Boe epa	LEX	roça							13/04/2026	
1199	Boe epagudae	Boe epagudae	LEX	o que dá medo, objeto que assusta, acontecimento assustador, coisa extremamente bela							13/04/2026	
1200	Boe era	Boe eɾa	LEX	osso humano, esqueleto							13/04/2026	
1201	Boe ereruia	Boe eɾeɾuia	LEX	lugar de dança							13/04/2026	
1202	Boe etao	Boe etao	LEX	cabeça, cabelo							13/04/2026	
1203	Boe etaora	Boe etaoɾa	LEX	cabeça humana							13/04/2026	
1204	Boe etó budu	Boe etó budu	LEX	soluço							13/04/2026	
1205	Boe etobia	Boe etobia	LEX	bagaço (coisa difícil de mastigar							13/04/2026	
1206	Boe etoia kodu	Boe etoia kodu	LEX	multidão							13/04/2026	
1207	Boe etonaregedu	Boe etonaɾegedu	LEX	criança, boneca, brinquedo							13/04/2026	
1208	Boe ewa	Boe ewa	LEX	aldeia bororo							13/04/2026	
1209	Boe ewadaru	Boe ewadaɾu	LEX	língua bororo, provérbio							13/04/2026	
1210	Boe ewiadawu	Boe ewiadawu	LEX	brinco bororo							13/04/2026	
1211	Boe ewiri jiwu	Boe ewiɾi dʒiwu	LEX	qualquer tipo de camisa							13/04/2026	
1212	Boe ewoadae	Boe ewoadae	LEX	brinquedos bororo							13/04/2026	
1213	Boe ewoadu	Boe ewoadu	LEX	ação de brincar; pátio, terreiro							13/04/2026	
1214	Boe ewure tadawu	Boe ewuɾe tadawu	LEX	calçado							13/04/2026	
1215	boe giguduri	boe gigudːɯɾi	LEX	clareira com rara vegetação							13/04/2026	
1216	boe iaguru (boiaguru)	boe iaguɾu	LEX	cacimba							13/04/2026	
1217	boe iaruru (boiaruru)	boe iaɾuɾu	LEX	trovão			https://pt.wikipedia.org/wiki/Trovão				13/04/2026	
1218	boe ieripo	boe ieɾipo	LEX	lugar quase limpo, tranqüilo, tranqüilidade, cuidado, comedimento							13/04/2026	
1219	boe ieripodo	boe ieɾipodo	VC	conservar-se tranqüilo, ser bem comportado							13/04/2026	
1220	boe ieriporewu	boe ieɾipoɾew	S	localidade quase limpa, o comedido, bem comportado							13/04/2026	
1221	boe ire	boe iɾe	LEX	trilho, lugar por onde um animal costuma passar							13/04/2026	
1222	boe jamedu joki	boe dʒamedu dʒoki	ADV	em toda parte							13/04/2026	
1223	boe jameduji	boe dʒamedudʒi	LEX	sempre, todo o tempo							13/04/2026	
1224	boe jarewu	boe dʒaɾew	S	panorama deslumbrante, campo aberto							13/04/2026	
1225	boe jari	boe dʒaɾi	LEX	toca							13/04/2026	
1226	boe jeragudu	boe dʒeɾagudːɯ	LEX	relâmpago	iworudukare jeragudu ji= eu não vi o relâmpago						13/04/2026	
1227	boe jeta	boe dʒeta	LEX	estante, lugar de colocar coisa							13/04/2026	
1228	boe jetororewu	boe dʒetoɾoɾew	S	justiça, coisa direita							13/04/2026	
1229	boe jo	boe dʒo	LEX	terreno inclinado, declive, ladeira							13/04/2026	
1230	boe joki	boe dʒoki	ADV	por todo lado							13/04/2026	
1231	boe jokodu	boe dʒokodu	LEX	em verdade, verdadeiramente							13/04/2026	
1232	boe jokodu na?	boe dʒokodu na?	LEX	é verdade?							13/04/2026	
1233	boe jokodukare kare	boe dʒokodukaɾe kaɾe	ADV	pode ser que, talvez, quiçá							13/04/2026	
1234	boe jorodu	boe dʒoɾodu	LEX	demora							13/04/2026	
1235	boe jorodudo	boe dʒoɾodːodːɯ	VC	demorar							13/04/2026	
1236	boe kabagururewu	boe kabaguɾuɾew	S	aquilo que é esguio; o que está estendido							13/04/2026	
1237	boe kaboguno	boe kaboguno	LEX	nada, não há ninguém							13/04/2026	
1238	boe kado (ji)	boe kado	VC	atalhar, tocar (bicho), enxotar							13/04/2026	
1239	boe kao 1	boe kao 1	ADV	no mato, em qualquer lugar							13/04/2026	
1240	boe kao 2	boe kao 2	ADV	no mato, em qualquer lugar							13/04/2026	
1241	boe karega	boe kaɾega	LEX	nada, não							13/04/2026	
1242	boe ki (joru butu)	boe ki	LEX	estação da seca							13/04/2026	
1243	boe kiari	boe kiaɾi	LEX	calor intenso, preguiça;	akera kiarire= você é preguiçoso,. Awu meri ji boeru kiarire= Hoje está muito calor.				Quando o tempo está quieto.		13/04/2026	
1244	boe kidu	boe kidu	LEX	coisa seca							13/04/2026	
1245	boe kodugobo	boe kodugobo	LEX	coisa de pouca importância							13/04/2026	
1246	boe koduji	boe kodudʒi	LEX	de acordo com o tempo							13/04/2026	
1247	boe kodurewu	boe koduɾew	S	indivíduo infeliz							13/04/2026	
1248	boe korewu	boe koɾew	S	abismo (lugar fundo)							13/04/2026	
1249	boe kori 1	boe koɾi 1		raiva,braveza,estar bravo	boe korire i = eu estou com raiva/bravo						13/04/2026	true
1250	boe kori 2	boe koɾi 2		dor	boe korire i = eu estou com dor						13/04/2026	true
1251	boe kugu	boe kugu	LEX	mingau	imode ike boekugu kowuje = eu vou comer meu mingau.						13/04/2026	
1252	boe meta	boe meta	LEX	estante, armário (lugar onde se guardam coisas)							13/04/2026	
1253	boe mokuro	boe mokuɾo	LEX	seio			https://pt.wikipedia.org/wiki/Mama	https://upload.wikimedia.org/wikipedia/commons/7/77/Breasts_of_a_woman.jpg			13/04/2026	
1254	boe moridojeba	boe moɾidodʒeba	LEX	vingador, matador de uma fera em lembrança de um finado							13/04/2026	
1255	boe ó	boe ó	LEX	idiotismo, indivíduo infeliz, indivíduo desgraçado							13/04/2026	
1256	boe oia boa	boe oia boa	LEX	vale plano, baixada com planície							13/04/2026	
1257	boe oia ko	boe oia ko	LEX	lugar acidentado							13/04/2026	
1258	boe okori	boe okoɾi	LEX	dor, enfermidade, doença, raiva, cólera, indignação							13/04/2026	
1259	boe okudu	boe okudu	LEX	em vão, inutilmente, debalde							13/04/2026	
1260	boe onado (ji)	boe onado	VC	esconder encobrir, tampar							13/04/2026	
1261	boe otoji (boetoji)	boe otodʒi	LEX	primeiro, primeiramente							13/04/2026	
1262	boe otojiboe (boetojiboe)	boe otodʒiboe	LEX	acontecimento antigo							13/04/2026	
1263	boe otojiwu (boetojiwu)	boe otodʒiwu	LEX	o primeiro em ordem de tempo							13/04/2026	
1264	boe pararena	boe paɾaɾena	LEX	coisa difícil, dificuldade							13/04/2026	
1265	boe paru	boe paɾu	LEX	começo; extremidade ocidental da aldeia bororo							13/04/2026	
1266	boe paru kajeje	boe paɾu kadʒedʒːe	LEX	mundo afora, por todo lado, ao longe							13/04/2026	
1267	boe riki	boe ɾiki	LEX	deveras, verdade: rikireboe (coisa verdadeira, verdade							13/04/2026	
1268	boe riki na? (vrt rabode)	boe ɾiki na?	ADV	deveras, em verdade, eis que, talvez							13/04/2026	
1269	boe rikirewu	boe ɾikiɾew	S	verdade, afirmação verídica, verdadeiro							13/04/2026	
1270	boe rugadu	boe ɾugadu	LEX	deveras, em verdade, sim, basta, está certo							13/04/2026	
1271	boe tadaboe	boe tadaboe	LEX	objeto do sertão, costume do sertão							13/04/2026	
1272	boe umanae	boe umanae	LEX	indivíduo tolo, idiota							13/04/2026	
1273	boeaku rirewu (biaku rirewu)	boeaku ɾiɾew	LEX	geada			https://pt.wikipedia.org/wiki/Geada				13/04/2026	
1274	boeco jiboe	boetʃo dʒiboe	LEX	ser noturno, o que está no escuro, o que acontece à noite, o referente à noite							13/04/2026	
1275	boeco oia	boetʃo oia	LEX	meia noite							13/04/2026	
1276	boeco oia keje	boetʃo oia kedʒːe	LEX	à meia noite							13/04/2026	
1277	boeco okwa	boetʃo okwa	LEX	boca da noite							13/04/2026	
1278	boeco paru	boetʃo paɾu	LEX	começo da noite							13/04/2026	
1279	boecoji	boetʃodʒːi	ADV	de noite							13/04/2026	
1280	boedoguru	boedoguɾu	LEX	gotas de chuva, chão molhado pela chuva, orvalho							13/04/2026	
1281	boega	boega	LEX	amigo bom, amigo estimado, padrinho							13/04/2026	
1282	boegedo (boe kedo)	boegedo	LEX	vazio, vácuo, coisa vazia, limpo							13/04/2026	
1283	boegigudu	boegigudːɯ	LEX	lixo, cisco							13/04/2026	
1284	boegugudu	boegugudːɯ	LEX	lama, atoleiro							13/04/2026	
1285	boeia	boeia	LEX	vale, baixada, buraco, fenda							13/04/2026	
1286	boeia boa	boeia boa	LEX	vale plano, baixada com planície							13/04/2026	
1287	boeiagugudu (boe oia gugudu)	boeiagugudːɯ	LEX	lama, brejo lodoso							13/04/2026	
1288	boeiako (boiako)	boeiako	LEX	grande cova, grande buraco do terreno							13/04/2026	
1289	boeiakodo (boiakodo)	boeiakodo	LEX	fazer grande buraco no terreno							13/04/2026	
1290	boeiga	boeiga	LEX	constelação centauro							13/04/2026	
1291	boeiga (baiga) atu (baigatu)	boeiga atu	LEX	bala, munição, cartucho de bala, pólvora							13/04/2026	
1292	boeiga (baiga) biaboro	boeiga biaboɾo	LEX	gatilho de uma arma de fogo							13/04/2026	
1293	boeiga (baiga) butu	boeiga butu	LEX	disparo de uma arma de fogo; estrondo produzido por uma bomba							13/04/2026	
1294	boeigare (baigare) (boeiga are)	boeigaɾe	LEX	indivíduo valente, indivíduo corajoso: tugobaigare (soldado							13/04/2026	
1295	boeka (boekare)	boeka	ADV	não, nada, em vão							13/04/2026	
1296	boekaguru	boekaguɾu	LEX	gordura, manteiga							13/04/2026	
1297	boekare	boekaɾe	ADV	não, nada, inutilmente, em vão							13/04/2026	
1298	boekimo	boekimːo	ADV	não, em vão, inutilmenta nada							13/04/2026	
1299	boekori	boekoɾi	LEX	raiva							13/04/2026	
1300	boekumerki	boekumeɾki	LEX	várzea entre uma cabeceira e o cerrado							13/04/2026	
1301	boemaegodu	boemaeˈgodːɯ	LEX	demorar							13/04/2026	
1302	boemo	boemːo	LEX	lombada							13/04/2026	
1303	boemoduka	boemoduka	LEX	não, não pode ser							13/04/2026	
1304	boepa 1	boepa	LEX	roça, lavoura							13/04/2026	
1305	boepa 2	boepa	LEX	roça							13/04/2026	
1306	boepa codu	boepa tʃodu	LEX	capoeira							13/04/2026	
1307	boepado	boepadːʌ	VC	fazer roça							13/04/2026	
1308	boepadodu	boepaˈdːodːɯ	LEX	roça preparada, roçado							13/04/2026	
1309	boeru	boeɾu	LEX	calor							13/04/2026	
1310	bogai	bogai	POSP	a, por, para, à procura de, em busca de							13/04/2026	
1311	boi 1	boi	ADV	último, depois, ultimamente							13/04/2026	
1312	boi 2	boi	LEX	desejo, vontade							13/04/2026	
1313	boi 3	boi	ADV	último, depois, ultimamente							13/04/2026	
1314	boiadowu (boe oiadowu)	boiadowu	LEX	o do centro, o do meio							13/04/2026	
1315	boiagai (boe oiagai)	boiagai	ADV	perto do centro							13/04/2026	
1316	boiako (boeiako)	boiako	LEX	grande cova, grande buraco no terreno							13/04/2026	
1317	boiakodo (boeiakodo)	boiakodo	LEX	fazer grande buraco no terreno							13/04/2026	
